content,author,label
"Szefowa MPWiK (w Warszawie – przyp. Demagog) zarabia tyle, ile prezydent i premier razem wzięci. (…) 31 tys. zł (…) netto.",Jan Strzeżek,Nieweryfikowalne
"Ile wynosi skumulowany deficyt za rządów PiS? 2016, 2017, 2018, 2019 r. dają nam deficyt, proszę państwa, 95,6 mld zł.",Mirosława Nykiel,Prawda
Polskie społeczeństwo starzeje się najszybciej w Europie.,Michał Szczerba,Fałsz
"Konfederacja to jedyne ugrupowanie parlamentarne, klub, koło, które w całości głosowało przeciw temu projektowi (podwyżek pensji dla polityków – przyp. Demagog).",Jakub Kulesza,Prawda
"Pamiętajmy także, że po pacyfikacji wyborów w 2010 roku na Białorusi polski prezydent Komorowski ówczesny, bo to był grudzień, te wybory, zabrał głos dopiero… oświadczenie wydał w lutym kolejnego roku.",Krzysztof Szczerski,Fałsz
"Jest to rozwiązanie (zmiana granicy województwa – przyp. Demagog) niezgodne z Europejską Kartą Samorządu Terytorialnego, która mówi, że jeżeli chce się dokonać zmiany granic wspólnot lokalnych, to należy przeprowadzić referendum.",Piotr Zgorzelski,Manipulacja
Badania zostały przeprowadzone na Clarke Institute Psychiatry w Toronto. One wykazały (…) do 40% przestępstw pedofilskich jest popełnianych przez homoseksualistów i przedstawicieli LGBT.,Dominik Tarczyński,Fałsz
"Jeszcze 11 sierpnia mówił o tym, że jako kapitan nie opuści tego okrętu, że będzie dowodził walką z pandemią (o ministrze Szumowskim – przyp. Demagog).",Borys Budka,Prawda
"Dzisiaj jedna tona emisji (w unijnym systemie handlu emisjami – przyp. Demagog) to jest 33 euro, najwięcej od 33 lat.",Janusz Kowalski,Fałsz
"W roku 2019 urodziło się tylko 375 tys. dzieci. O 13 tys. mniej niż w roku 2018 i o 27 tys. mniej niż w roku 2017, kiedy to liczba urodzeń przeskoczyła 400 tys.",Ryszard Wilczyński,Prawda
"Ile z planowanych 50 tys. aut elektrycznych jeździ dziś po polskich drogach? 6,5 tys.",Urszula Zielińska,Prawda
Już ponad 10 procentowo zwiększyliśmy nasze zadłużenie (w czasie pandemii COVID-19 – przyp. Demagog).,Jarosław Sachajko,Prawda
"W 2015 r. mieliśmy 4 tys. decyzji o tymczasowym aresztowaniu, w 2019 było ich już 8,5 tys., pomimo że przestępczość maleje.",Magdalena Biejat,Manipulacja
"(PKB per capita – przyp. Demagog) w latach 2008-2015, jak my rządziliśmy, ten wskaźnik wzrósł z 56% do 69% średniej unijnej. 13 punktów procentowych. W czasie 4 lat rządów PiS-u ten wskaźnik wzrósł z 69% do 73. 4 procent w 4 lata, 4 punkty procentowe.",Izabela Leszczyna,Prawda
"Przyznają sobie podwyżki, uchwalają ustawę (posłowie – przyp. Demagoga) (…) w dniu, kiedy GUS ogłasza, że gospodarka skurczyła się o 9% w II kwartale.",Paweł Kukiz,Prawda
"Jeżeli chodzi o same zakłady poprawcze, to poziom powrotności do przestępstwa wynosi 52%. (…) Jeżeli chodzi o powrotność do przestępstwa nieletnich w ogóle, a więc nie tylko tych z zakładów poprawczych, ale również z MOW-ów, to ona kształtuje się (…) na poziomie 44%.",Marcin Romanowski,Prawda
"W roku 2019 38% z nas mieszkało na zbyt małej powierzchni. Gorzej jest tylko w Bułgarii, na Łotwie i Rumunii.",Hanna Gill-Piątek,Prawda
Według danych Głównego Urzędu Statystycznego w zeszłym roku w Polsce było niemal 30 mln pojazdów.,Franciszek Sterczewski,Prawda
"Ile powstało stacji doładowania? Z planowanych 6,5 tys. – 1200. Czyli 5 stacji na 100 tys. mieszkańców miast. Dla porównania, w takich państwach jak Holandia, to ponad 100 ładowarek na 100 tys. mieszkańców.",Urszula Zielińska,Prawda
"Ilość śmierci na milion mieszkańców u nas jest na razie 52, bo to rośnie niestety. A u nich (w Szwecji – przyp. Demagog) jest 580.",Katarzyna Lubnauer,Prawda
"Młodzi ludzie, zgodnie zresztą raportami ECDC, nie są takim nośnikiem choroby, o której wszyscy ostatnio mówią. (…) Jeszcze raz powtórzę, opinia międzynarodowej europejskiej agencji, jest taka, jak właśnie powiedziałem. Młodzież rzadziej zapada na choroby, nie jest takim przekaźnikiem jak dorośli.",Dariusz Piontkowski,Prawda
"Rok temu egzamin dojrzałości zdało 80 proc. maturzystów, w tym – 74 proc. Tyle w temacie skuteczności zdalnego nauczania, o czym we wrześniu boleśnie przekona się wielu uczniów.",Urszula Pasławska,Prawda
"W ostatnio podanych danych europejskich Polska znajduje się, jeżeli chodzi o bezrobocie, na drugim miejscu zaraz za najlepszymi w Europie Czechami.",Andrzej Duda,Prawda
"Zgodnie z przeprowadzoną przez biuro samego Rzecznika (Praw Dziecka – przyp. Demagog) ankietą dowiadujemy się, że w domach dziecka, w tej chwili, ponad 22% dzieci przebywających w domach dziecka to dzieci do lat 7, które, zgodnie z ustawą o pieczy zastępczej, w ogóle nie nie powinny w tych domach dziecka przebywać",Magdalena Biejat,Prawda
"Mamy coraz więcej dostaw gazu skroplonego do Polski przez terminal LNG w Świnoujściu. Ogromnie wzrosła możliwość tych dostaw. Początkowo to było 8,5 mld m3 gazu, dzisiaj to jest już w sumie do tej pory 23 mld.",Andrzej Duda,Fałsz
"Jak obejmowaliśmy władze w 2015, bezrobotnych było niemal dwa miliony.",Kamil Bortniczuk,Fałsz
"Mieliśmy tych, którzy umarli w związku z koronawirusem na milion mieszkańców 30 razy mniej niż we Włoszech, 20 razy mniej niż w Hiszpanii, proszę państwa, 8 razy mniej niż w bogatej Szwajcarii i świetnie rozwiniętej, 6 razy mniej niż w Niemczech.",Andrzej Duda,Fałsz
"Lasy Państwowe sadzą 0,5 mld drzew rocznie.",Andrzej Duda,Prawda
"Dzisiaj bardzo wiele, 50 tys. osób, zależy od tych ferm (hodujących zwierzęta futerkowe – przyp. Demagog).",Rafał Trzaskowski,Nieweryfikowalne
"Ja wziąłem udział w debatach chociaż poprzednicy tego nie robili. Bo nie robił tego ani pan prezydent Aleksander Kwaśniewski, ani pan prezydent Bronisław Komorowski jako urzędujący prezydenci, w tej pierwszej debacie, przed pierwszą turą ze wszystkimi kontrkandydatami żaden z nich nie wziął udziału.",Andrzej Duda,Prawda
"Pamiętam nawet taki czas, kiedy Jarosław Kaczyński mówił, że lepiej przekazywać pieniądze unijne na budowanie wspólnej armii, a nie na rolnictwo.",Rafał Trzaskowski,Nieweryfikowalne
"Skok (na Trybunał Konstytucyjny – przyp. Demagog) został dokonany przez Platformę Obywatelską, mało jeszcze w dodatku, wybrany przez nią jeszcze Trybunał, poprzedni sędziowie stwierdzili, że stało się z naruszeniem Konstytucji.",Andrzej Duda,Manipulacja
Ceny mleka od 2015 roku podskoczyły o prawie 10 proc.,Rafał Trzaskowski,Nieweryfikowalne
Bezrobocie jest o połowę niższe niż było w 2015 roku.,Andrzej Duda,Fałsz
"Zmniejsza się deficyt budżetowy. I to bardzo znacząco. W maju było to od początku roku 25 mld, ale w czerwcu już tylko 17 mld.",Andrzej Duda,Prawda
"Jeżeli chodzi o kancelarię prezydenta, premiera wzrosły (wydatki na administrację – przyp. Demagog) w tych ostatnich latach dwukrotnie.",Rafał Trzaskowski,Manipulacja
Od 2015 roku milion dwieście tysięcy ludzi naszymi decyzjami udało się wyprowadzić ze skrajnego ubóstwa.,Andrzej Duda,Fałsz
Tak niskiego poziomu ubóstwa w Polsce jak jest teraz nie było jeszcze nigdy w historii.,Andrzej Duda,Nieweryfikowalne
Dwa razy więcej osób obejrzało Końskie (debatę z Andrzejem Dudą – przyp. Demagog) niż Trzaskowskiego w Lesznie.,Włodzimierz Czarzasty,Fałsz
94% powierzchni Polski to są obszary wiejskie.,Jan Krzysztof Ardanowski,Prawda
W Stanach Zjednoczonych w tej chwili notujemy najwyższe bezrobocie w historii USA.,Piotr Müller,Prawda
"Kalendarz szczepień w Polsce jest na tyle bogaty że chyba tylko noworodki w tak wczesnym stadium szczepi się tylko w Polsce, Bułgarii i Rumunii. W krajach Europy Zachodniej już dawno postanowiono od tego odejść.",Kamil Bortniczuk,Prawda
"Proszę zwrócić uwagę na orzeczenie Trybunału Sprawiedliwości Unii Europejskiej. Trybunał żadnemu państwu nie narzuca oczywiście wprowadzenia czegoś takiego jak małżeństwa homoseksualne, ale stwierdza, że jeżeli w danym państwie ustanawia się taką formułę jednopłciowych związków partnerskich, to one muszą być traktowane, ze wszystkimi tego konsekwencjami, tak jak małżeństwo w sensie właściwym, czyli związek kobiety i mężczyzny, łącznie z prawem do adopcji dzieci.",Jarosław Gowin,Manipulacja
"Wynik, prawie 10,5 mln głosów, jest najlepszy w historii polskich wyborów.",Jarosław Sellin,Fałsz
Do dzisiaj tarcza finansowa pomogła 190 tys. firm – od 1 maja na kwotę 37 mld zł.,Krzysztof Mazur,Prawda
"Pakiet szczepień obowiązkowych pozostaje taki sam, zresztą my go rozszerzaliśmy też w poprzednich latach.",Piotr Müller,Prawda
"Mamy siódmy rok z siedmioletniej perspektywy, a wydanych mamy niespełna 46%, z 60 miliardów 27 zaledwie trafiło na konta rolników, a w działaniach modernizacja gospodarstw rolnych jest jeszcze gorzej, bo niespełna 1/3.",Marek Sawicki,Prawda
"Spadek produkcji przemysłowej o 25%. Spadek sprzedaży detalicznej o 22%. Spadek obrotów w I kwartale, nie tylko w kwietniu, ale w I kwartale, w centrach handlowych sprzedaży, o 21%.",Władysław Kosiniak-Kamysz,Prawda
Dzisiaj mamy coraz więcej samobójstw w szkołach.,Rafał Trzaskowski,Manipulacja
Wydajemy na zdrowie najmniejszą część PKB z wszystkich krajów Unii Europejskiej.,Jerzy Hardie-Douglas,Fałsz
Wydajecie dodatkowe 35 mld zł na zakup F-35.,Anita Sowińska,Fałsz
"Hiszpania, która ma tylko 8 mln obywateli więcej od Polski, przekierowuje na zdrowie cztery razy więcej środków.",Jerzy Hardie-Douglas,Prawda
"(O gazie sprowadzanym z Rosji – przyp. Demagog) Jeszcze 4 lata temu w 2016 r. było to 87%, w tej chwili to jest 60%.",Jerzy Kwieciński,Prawda
"W 2018 r. rozpoczęliście inwestycję (elektrownię w Ostrołęce – przyp. Demagog). Miała kosztować po przetargu 5 mld. W 2019 r. minister Emilewicz powiedziała, że to nie wystarczy, że trzeba o ponad 60% podnieść koszt tej inwestycji, do prawie 9 mld zł.",Krzysztof Gadowski,Prawda
"Są spadki spółek Skarbu Państwa. Za ostatni rok: Pekao – 44% w dół, PKO BP – 36% w dół, Bank Ochrony Środowiska – 20% w dół. Jak spółki energetyczne? Tauron – 26%, Enea – 30%, PGE – 50%. I nie mówcie, że to są spadki na giełdzie, bo giełda średnio spadła o 15%, a JSW – o 68, PKP Cargo – o 70%",Władysław Kosiniak-Kamysz,Prawda
Większość SLD głosowało za podniesieniem wieku emerytalnego.,Jan Kanthak,Fałsz
"Od 2018 r. wystarczy, że w żłobku będzie jedno pomieszczenie dla dzieci. Zmniejszono także wymaganie, jeżeli chodzi o metraż, jaki przypada na jedno dziecko. I tak zgodnie z tymi zmianami na jedno dziecko może przypadać 2,25 m2, a w żłobkach i klubach dziecięcych, które działają do 5 godz. dziennie – nawet 1,87 m2. Dla porównania: na jednego więźnia przypadają 3 m2.",Daria Gosek-Popiołek,Manipulacja
"Są kraje, w których sondaże na 50 dni przed wyborami, jak na Słowacji, są zakazane.",Władysław Kosiniak-Kamysz,Manipulacja
U pielęgniarek jest sytuacja też tragiczna – średni wiek 52 lata. W 2015 to było 50 lat.,Władysław Kosiniak-Kamysz,Prawda
"Deklaracje ludzi na temat tego, ile chcą mieć dzieci są bardzo pozytywne. 47% chciałoby mieć dwoje dzieci, 28% chciałoby aż troje dzieci.",Dorota Bojemska,Prawda
Żaden polski prezydent przed Andrzejem Dudą nie wziął udziału w żadnej debacie przed pierwszą turą.,Adam Bielan,Prawda
"Gdy przychodził, obejmował swój urząd (Andrzej Duda – przyp. Demagog), nie było w Polsce wojsk natowskich, nie było w Polsce wojsk amerykańskich.",Adam Bielan,Fałsz
"Było tak, że prezydent jako pierwszy (kandydat – przyp. Demagog) podejmował decyzję, żeby się wycofać ze spotkań publicznych.",Paweł Mucha,Fałsz
"Na debatę o zdrowiu organizowaną przez samorząd lekarski nikt nie przyszedł z kandydatów, byłem tylko ja.",Władysław Kosiniak-Kamysz,Prawda
W Polsce żyją 2 mln osób LGBT co najmniej.,Robert Biedroń,Nieweryfikowalne
"Pomiędzy Watykanem a Polską istnieje umowa konkordatem zwana, podpisana przez, uwaga, SLD.",Marek Jakubiak,Fałsz
Jest milion osób bez pracy.,Rafał Trzaskowski,Prawda
"Skala samobójstw wśród dzieciaków, młodzieży z tego środowiska (LGBT+ – przyp. Demagog) w Polsce jest zatrważająca. Jedna z najwyższych w Europie.",Robert Biedroń,Nieweryfikowalne
"Argument, że ktoś nieszczepiony zarazi tych innych i dzięki temu będzie epidemia, jest beznadziejnie głupi. Bo skoro inni się zaszczepili, to znaczy, że nie mogą się zarazić, a jeżeli się zarażą, to znaczy, że nie warto było się szczepić.",Stanisław Żółtek,Fałsz
Poczta polska realizuje dziennie 5 mln przesyłek.,Sebastian Kaleta,Prawda
Od stycznia do dzisiaj (29.04.2020 – przyp. Demagog) płonęło już 3 tys. lasów w Polsce.,Robert Biedroń,Prawda
"Bilans przepływów finansowych między Polską a Unią, czyli te wpływy minus składki to jest zależy jak kto liczy od 1,5 do 3%. Przyjmijmy, że 2%.",Dobromir Sośnierz,Prawda
On (zasiłek dla bezrobotnych – przyp. Demagog) wynosi dzisiaj tylko 700 zł.,Robert Biedroń,Manipulacja
Ta najniższa emerytura w 2015 roku to było 880 zł. Dzisiaj jest 1200.,Andrzej Duda,Prawda
"W najbardziej prestiżowym czasopiśmie medycznym na świecie, the New England Journal od Medicinie, które każdy kto interesuje się epidemiologią powinien przeczytać, ukazało się badanie, które mówiło, że na kartonie wirus utrzymuje się w sposób aktywny do 24 godzin.",Tomasz Grodzki,Prawda
"Przypomnę, że to jest stan (stan wyjątkowy – przyp. Demagog) zawieszający samorządy, zawieszający działalność partii politycznych, wprowadzający cenzurę, podsłuchy, każda osoba może być odosobniona.",Włodzimierz Czarzasty,Manipulacja
Wczoraj (03.05 – przyp. Demagog) mieliśmy największą liczbę stwierdzonych zakażeń koronawirusem.,Borys Budka,Fałsz
Średnia unijna (dopłat bezpośrednich dla rolników – przyp. Demagog) to dzisiaj 270 euro.,Andrzej Duda,Prawda
"Dzięki temu, że mamy zapisane w Konstytucji, że lasów nie wolno sprywatyzować.",Krzysztof Bosak,Fałsz
"Ustawa o stanie klęski żywiołowej przewiduje wyraźnie, że masowe występowanie choroby zakaźnej jest uzasadnieniem dla wprowadzenia takiego stanu.",Adam Bodnar,Prawda
"Mamy w tym momencie dług publiczny na poziomie 44,5% PKB.",Adrian Zandberg,Prawda
"Kiedy rząd polski proponuje przedsiębiorcom 5 tys. zł pożyczki, i to pod pewnymi warunkami, rząd niemiecki proponuje dotacje do wysokości 15 tys. euro bez zwrotu albo nieoprocentowane pożyczki.",Mirosława Nykiel,Manipulacja
W ciągu ostatnich 30 lat wyemitowaliśmy wszyscy jako ziemia do atmosfery tyle gazów cieplarnianych co ludzkość przed nami.,Szymon Hołownia,Prawda
"Ustawodawstwo Unii Europejskiej, traktaty nie pozwalają żadnego państwa usunąć z europejskiej wspólnoty wbrew jego woli. Państwo może wystąpić, ale na własny wniosek.",Leszek Miller,Prawda
Andrzej Duda od czerwca ubiegłego roku nie złożył żadnej ustawy do Sejmu.,Władysław Kosiniak-Kamysz,Prawda
Już 2 mln Polaków jest bez pracy.,Robert Biedroń,Fałsz
"Z 40 tys. żołnierzy za Platformy Obywatelskiej, dzisiaj mamy 140 tys.",Marek Jakubiak,Manipulacja
"Panie prezydencie (Andrzej Duda – przy. Demagoga), pan przez 5 lat nie przyjechał do Parlamentu Europejskiego. Nie przemawiał pan w Parlamencie Europejskim.",Mirosław Piotrowski,Prawda
180 tys. osób więcej (za kadencji Andrzeja Dudy – przyp. Demagog) pobiera emeryturę poniżej minimalnej emerytury.,Władysław Kosiniak-Kamysz,Prawda
"Kiedy byłem w Sejmie, głosowałem przeciwko podwyższeniu wieku emerytalnego.",Robert Biedroń,Prawda
"Tempo rozwoju na poziomie 3% PKB to jest co najwyżej średnie tempo. Rumunia, Węgry rozwijały się szybciej.",Krzysztof Bosak,Fałsz
4 mln ludzi w Polsce dzisiaj ma kredyty hipoteczne.,Robert Biedroń,Prawda
Wiek emerytalny rolników wzrósł o pięć lat z dnia na dzień (podczas kadencji Andrzeja Dudy – przyp. Demagog).,Władysław Kosiniak-Kamysz,Fałsz
Po czterech latach po raz pierwszy jestem w telewizji publicznej.,Małgorzata Kidawa-Błońska,Fałsz
Zmiana terminu wyborów może się odbyć wyłącznie w zgodzie z konstytucją. (…) Bezpiecznym terminem jest przesunięcie wyborów prezydenckich o 2 lata. Taka zmiana jest możliwa tylko poprzez zmianę konstytucji.,Jarosław Gowin,Fałsz
Jeden lekarz chorób zakaźnych przypada na 40 tys. osób w Polsce.,Władysław Kosiniak-Kamysz,Prawda
"Liczba osób, które wystąpiły o zasiłek dla bezrobotnych w Stanach Zjednoczonych, to bez mała 3 miliony 400 tysięcy, prawie 3 miliony 400 tysięcy. Poprzedni rekord padł w 1982 r., było to 800 tysięcy czy osiemset kilkadziesiąt tysięcy osób, czyli ponadczterokrotnie mniej.",Mateusz Morawiecki,Prawda
"(Niemcy w Bawarii – przyp. Demagog) zmienili zasady głosowania między pierwszą a drugą turą, więc robili to rzeczywiście bardzo szybko, szybciej niż u nas.",Jacek Sasin,Manipulacja
"W marcu 50 tys., prawie 50 tys. będąc precyzyjnym, polskich firm wyrejestrowało się z działalności gospodarczej.",Michał Kamiński,Fałsz
